S.No,Long,Lat,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,B
238,74.89194444,17.96944444,7.89,0.72,0.4,313.2,7.99,459.4,4.57,0.77,3.61,0.72,3.01,0.51
239,74.89305556,17.96944444,7.68,0.72,0.6,420,10.66,683,8.5,0.22,1.7,0.42,3.1,0.72
240,74.91333333,17.96944444,7.58,0.67,0.72,504,14.2,694,9,0.5,2.9,0.52,1.2,0.56
241,74.91972222,17.96944444,7.48,0.74,0.75,525,11.2,560,7.2,0.4,3.5,0.68,1.6,0.7
242,74.86222222,17.96972222,7.85,0.72,0.3,210,13.98,1680,8.4,0.53,3.35,0.45,1.9,0.8
243,74.90527778,17.96972222,7.72,0.72,0.36,252,10.9,582,9,0.3,2.6,0.2,2.2,0.7
244,74.86111111,17.97,7.2,0.92,0.54,378,15.46,2240,9.6,0.6,4.1,0.4,1.67,0.75
245,74.87916667,17.97,7.86,0.55,1.2,840,15.6,1086,7.7,0.78,1.9,0.5,1.6,0.67
246,74.88,17.97,8.05,0.85,0.3,210,14.9,761,9.7,0.67,2.9,0.8,1.7,0.82
247,74.88333333,17.97,7.19,0.73,0.6,420,13.53,627,8.7,0.65,2.6,0.7,1.6,0.74
248,74.89111111,17.97,7.72,0.54,0.3,210,12.5,470,6.5,0.32,1.85,0.46,1.5,0.84
249,74.89138889,17.97,7.6,0.6,0.42,294,14.2,739,6.5,0.2,1.95,0.42,2.2,0.95
250,74.89333333,17.97,7.82,0.5,0.6,420,11.2,750,7.7,0.4,1.9,0.34,1.7,0.9
251,74.97472222,17.97,7.67,0.6,0.42,420,11.6,840,7.9,0.32,1.95,0.6,1.6,0.6
252,74.87277778,17.97027778,7.81,0.59,1.05,735,15.1,974,7.6,0.76,1.9,0.6,1.9,0.63
253,74.88472222,17.97027778,7.81,0.96,0.81,567,15.45,1344,8.4,0.44,1.8,0.75,1.8,0.9
254,74.89111111,17.97027778,8.05,0.75,0.64,262.5,11.34,482.8,7.16,1,1.18,0.91,1.95,0.58
255,74.89333333,17.97027778,7.95,0.61,0.76,275.86,10.83,456.14,10125,0.59,3.21,0.62,3.92,0.82
256,74.89666667,17.97027778,7.7,0.58,0.45,315,12.7,660,8.4,0.45,1.35,0.42,1.65,0.92
257,74.90416667,17.97027778,7.66,0.48,0.54,378,12.1,851,6.6,0.25,1.65,0.4,1.85,0.8
258,74.92,17.97027778,7.9,0.76,0.63,441,11.6,481,6.5,0.35,3.72,0.72,1.95,0.78
259,74.87444444,17.97055556,7.85,0.79,0.15,105,14.8,560,8.5,0.63,1.65,0.4,1.95,0.78
260,74.88666667,17.97055556,7.69,0.91,0.54,378,10.4,840,9.6,0.56,1.85,0.6,1.65,0.78
261,74.87722222,17.97083333,7.61,0.6,0.24,168,14.85,392,9.6,0.65,2.9,0.5,2.3,0.88
262,74.89194444,17.97083333,7.95,0.61,0.76,238.1,10.06,475.4,7.4,0.67,1.45,0.83,4.23,0.91
263,74.91277778,17.97083333,7.56,0.71,0.78,546,12.3,660,7.8,0.45,4,0.76,1.75,0.72
264,74.88694444,17.97111111,7.65,0.96,0.6,420,10.35,1232,7.4,0.35,1.5,0.5,1.7,0.86
265,74.89638889,17.97111111,8.02,0.52,0.48,294.4,90.29,686.9,6.69,0.72,2.08,0.92,3.17,0.81
266,74.90111111,17.97111111,7.54,0.78,0.36,252,14.2,571,8.4,0.35,4,0.5,2.6,0.95
267,74.91611111,17.97111111,7.5,0.67,0.87,609,11.5,672,9,0.3,1.9,0.35,1.9,0.7
268,74.86888889,17.97138889,7.58,0.66,0.24,294,11.45,716,7.3,0.8,1.95,0.7,1.7,0.83
269,74.87916667,17.97138889,7.57,0.73,0.45,315,13.82,750,8.4,0.71,1.65,0.4,1.7,0.65
270,74.88111111,17.97138889,7.62,1.5,0.3,210,12.61,403,7.6,0.78,1.7,0.75,1.65,0.83
271,74.89638889,17.97138889,7.58,0.69,0.81,567,10.76,571,9,0.55,1.6,0.5,1.5,0.9
272,74.9075,17.97138889,7.63,0.84,0.54,378,9.88,515,6.5,0.35,2.85,0.35,2.35,0.75
273,74.87027778,17.97166667,7.54,0.61,0.84,588,10.45,392,8.5,0.35,2.2,0.75,1.65,0.9
274,74.88694444,17.97166667,7.94,0.97,1.44,1008,11.11,716,8.4,0.4,1.9,0.25,1.5,0.9
275,74.89194444,17.97166667,7.67,0.85,0.66,462,8.16,761,5.7,0.35,2.74,0.45,2.11,0.8
276,74.89638889,17.97166667,7.81,0.53,0.48,300.4,10.83,410.1,8.17,0.59,2.96,0.38,3.07,0.75
277,74.86638889,17.97194444,7,1.65,0.27,1.89,11.67,784,7.4,0.61,2.7,0.35,1.65,0.6
278,74.87361111,17.97194444,7.5,0.72,0.3,210,15.45,672,7.7,0.8,3.1,0.6,2.5,0.9
279,74.8725,17.97222222,7.57,0.55,0.54,378,10.9,551,9.6,0.76,1.9,0.6,1.8,0.8
280,74.88666667,17.97222222,7.51,0.98,0.45,315,10.35,873,9.6,0.25,2.3,0.3,1.4,0.58
281,74.895,17.9725,7.58,0.67,0.63,441,12.5,420,7.6,0.5,2.85,0.28,2.2,0.95
282,74.86222222,17.97277778,7.81,1.02,1.08,756,11.78,2240,9.6,0.7,3.7,0.5,1.7,0.95
283,74.86305556,17.97277778,7.81,0.9,0.34,238,11.1,1522,8.3,0.54,3.9,0.35,1.95,0.7
284,74.86527778,17.97277778,7.46,0.69,0.69,483,10.35,1008,8.5,0.54,2.2,0.25,2.2,0.95
285,74.87277778,17.97277778,7.89,0.98,1.14,798,10.18,728,8.5,0.42,3.3,0.7,1.9,0.7
286,74.87916667,17.97277778,7.68,1.03,0.39,273,10.96,716,8.3,0.6,3.3,0.65,2.9,0.51
287,74.90611111,17.97277778,7.76,0.91,0.39,273,12.1,403,6.9,0.4,3.1,0.4,2.6,0.84
288,74.86388889,17.97305556,7.2,1.01,0.39,238,12.9,952,9.3,0.8,2.9,0.4,2.1,0.7
289,74.88138889,17.97305556,7.86,0.5,0.48,336,10.9,627,9.3,0.6,1.8,0.6,1.8,0.75
290,74.875,17.97333333,7.98,0.77,0.36,252,10.46,896,8.3,0.51,1.65,0.55,2.5,0.76
291,74.90138889,17.97333333,8,0.39,0.9,630,11.5,420,7.4,0.4,3.1,0.42,1.95,0.65
292,74.86138889,17.97361111,7.79,1.1,0.27,189,14.6,672,7.4,0.78,1.8,0.3,1.6,0.9
293,74.87361111,17.97361111,7.74,0.65,0.78,546,9.35,448,9.6,0.48,1.4,0.75,1.8,0.65
294,74.87583333,17.97361111,7.62,0.59,0.48,336,10.18,774,8.5,0.65,1.6,0.8,1.95,0.8
295,74.87916667,17.97361111,7.68,0.55,0.3,210,11.35,985,7.7,0.65,1.6,0.4,2.3,0.86
296,74.91194444,17.97361111,7.77,3.2,0.99,693,10.18,1120,9.6,0.7,1.85,0.4,3,0.85
297,74.90583333,17.97388889,7.58,0.63,0.48,336,13.6,896,7.2,0.45,3.35,0.45,2.9,0.9
298,74.89888889,17.97416667,7.51,0.45,0.6,420,14.2,462,6.6,0.35,2.6,0.46,1.7,0.6
299,74.56361111,17.97444444,7.89,0.56,0.55,319.1,6.45,591.5,7.41,0.59,4.25,0.78,1.83,0.62
300,74.86222222,17.97444444,7.64,1.7,0.6,420,15.35,896,8.3,0.65,1.85,0.6,2.9,0.8
301,74.89388889,17.97444444,7.5,0.54,0.36,252,10,504,8,0.45,2.8,0.42,1.6,0.9
302,74.89416667,17.97444444,8.07,0.44,0.4,281.2,12.63,582.7,9.18,0.9,2.12,0.96,3.84,0.57
303,74.89694444,17.97444444,7.5,0.78,0.57,399,16.1,315,7.2,0.32,2.5,0.34,1.5,0.7
304,74.89722222,17.97444444,8.18,0.54,0.83,294.4,12.12,470.9,5.58,0.67,2.61,0.69,4.04,0.88
305,74.87027778,17.975,7.82,0.94,0.27,189,15.1,2240,8.4,0.71,3.3,0.8,2.1,0.6
306,74.87111111,17.975,7.74,0.72,0.72,504,10.4,336,9.6,0.4,2.4,0.6,1.6,0.78
307,74.88111111,17.975,7.68,0.57,0.77,546,12.46,484,9.4,0.25,2.8,0.7,1.9,0.85
308,74.86305556,17.97527778,7.12,0.62,0.69,483,18.46,1792,7.4,0.61,4.1,0.5,2.4,0.7
309,74.87055556,17.97555556,7.99,0.64,1.02,714,13.6,560,7.3,0.35,2.7,0.8,1.9,0.7
310,74.88111111,17.97555556,7.41,0.55,1.08,756,13.85,851,8.4,0.55,1.65,0.6,1.7,0.54
311,74.90388889,17.97555556,7.67,0.54,0.3,210,11.7,630,8.2,0.42,3.35,0.5,2,0.75
312,74.86277778,17.97583333,7.73,0.77,1.08,756,15.48,728,9.3,0.77,2.15,0.75,2.3,0.95
313,74.87083333,17.97583333,7.32,1.96,0.3,210,12.45,392,9.6,0.45,1.65,0.7,1.7,0.95
314,74.86388889,17.97611111,7.77,0.81,0.39,231,14.35,1680,8.7,0.8,2.9,0.75,1.85,0.75
315,74.87166667,17.97611111,7.43,1.89,0.33,231,11.61,840,5.8,0.44,1.9,0.65,1.2,0.7
316,74.88666667,17.97611111,7.56,0.53,0.39,273,12.65,560,9.6,0.38,2.6,0.45,2.2,0.88
317,74.87222222,17.97638889,7.55,0.96,0.18,126,14.08,884,8.5,0.54,1.85,0.7,1.5,0.85
318,74.87277778,17.97638889,7.86,0.66,0.72,504,12.65,974,8.4,0.38,1.6,0.6,1.8,0.85
319,74.86944444,17.97666667,7.71,0.72,1.05,735,10.6,1008,8.5,0.5,3.3,0.75,1.85,0.85
320,74.88722222,17.97666667,7.63,0.57,0.34,273,14.35,716,7.3,0.28,2.4,0.65,1.75,0.65
321,74.86222222,17.97694444,7.45,1.16,0.6,420,18.1,896,7.4,0.48,2.2,0.7,1.8,0.6
322,74.86638889,17.97694444,7.59,0.76,0.99,693,17.15,1120,9.3,0.42,1.3,0.6,2.5,0.7
323,74.87277778,17.97694444,7.51,0.85,0.93,651,15.6,784,9.3,0.65,1.9,0.75,1.6,0.7
324,74.90722222,17.97694444,7.86,0.85,0.57,399,12.7,268,6.4,0.35,2.96,0.4,1.7,0.5
325,74.88111111,17.97722222,7.58,0.6,0.6,630,12.5,694,7.9,0.34,2.6,0.66,1.9,0.6
326,74.89138889,17.97722222,7.37,0.66,0.15,105,16.1,147,5.9,0.36,1.7,0.4,2.2,0.85
327,74.90055556,17.97722222,7.32,0.6,0.54,378,1.76,315,9,0.48,3.6,0.32,1.4,0.8
328,74.86277778,17.9775,6.76,1.58,0.63,461,13.11,1568,8.5,0.75,1.9,0.55,2.3,0.9
329,74.86888889,17.9775,7.8,0.92,0.51,357,12.3,963,6.4,0.48,2.98,0.66,2.66,0.6
330,74.88027778,17.9775,7.78,0.89,0.33,231,13.35,280,9.6,0.46,1.9,0.65,1.95,0.65
331,74.88527778,17.9775,7.58,0.67,0.63,588,11.2,963,9,0.35,2.6,0.6,1.7,0.9
332,74.90361111,17.9775,7.54,0.87,0.18,126,12.2,567,7.5,0.24,3.9,0.42,1.55,0.9
333,74.87305556,17.97777778,7.78,0.41,0.66,462,17.1,188,8.5,0.48,1.6,0.8,1.7,0.65
334,74.89027778,17.97777778,7.67,0.6,0.3,210,12.2,315,8.2,0.38,2.4,0.6,1.6,0.6
335,74.90583333,17.97777778,7.37,0.88,0.78,546,14.5,672,8.4,0.18,1.85,0.5,1.6,0.95
336,74.88583333,17.97805556,7.65,0.56,0.6,420,9.9,280,7.1,0.35,2.2,0.5,1.9,0.78
337,74.9,17.97805556,7.83,0.76,1.02,714,13.44,1266,7.3,0.6,2.94,0.35,1.75,0.55
338,74.90805556,17.97805556,7.96,0.96,1.14,798,16.14,567,8.8,0.78,3,0.35,2.12,0.96
339,74.90861111,17.97833333,7.83,0.67,0.48,336,12.46,644,6.6,0.62,2.52,0.5,2.13,0.74
340,74.86472222,17.97861111,6.81,1.14,0.51,357,18.4,1008,8.7,0.65,1.7,0.5,1.95,0.8
341,74.87916667,17.97861111,7.79,0.59,0.33,231,13.46,280,8.3,0.69,1.6,0.55,1.7,0.75
342,74.89638889,17.97861111,7.57,0.78,0.6,420,12.7,380,7.2,0.36,2.9,0.4,1.85,0.7
343,74.905,17.97861111,7.38,0.72,0.6,420,11.8,828,6.7,0.45,1.6,0.42,1.85,0.62
344,74.90638889,17.97861111,7.48,0.84,0.39,273,12.56,294,9,0.32,2.2,0.35,1.9,0.8
345,74.87694444,17.97888889,7.65,0.61,0.75,525,11.1,873,8,0.25,1.2,0.65,1.6,0.7
346,74.89,17.97888889,7.57,0.42,0.63,441,11.1,441,7.6,0.46,1.8,0.55,1.55,0.85
347,74.86638889,17.97916667,7.85,1.61,0.36,252,15.46,1064,5.9,0.74,4.2,0.25,1.95,0.8
348,74.87138889,17.97916667,7.55,1.42,1.5,1050,13.96,2240,9,0.78,4.15,0.5,2.95,0.6
349,74.88555556,17.97916667,7.41,0.61,0.39,273,10.18,974,8.3,0.46,1.1,0.35,1.7,0.65
350,74.88972222,17.97916667,7.96,0.72,0.54,378,11.6,963,7.3,0.43,1.74,0.35,1.45,0.95
351,74.89666667,17.97916667,7.63,0.54,0.54,378,12.6,548,8.4,0.42,1.95,0.42,1.7,0.9
352,74.89888889,17.97916667,7.85,0.96,0.78,546,11.34,840,5.7,0.5,2.5,0.5,2.18,0.75
353,74.86333333,17.97944444,7.49,1.29,0.93,651,16.1,1904,7.3,0.54,2.2,0.4,1.6,0.75
354,74.86638889,17.97944444,7.34,0.87,0.3,210,14.18,1456,6.7,0.83,3.65,0.3,1.7,0.75
355,74.87944444,17.97944444,7.71,0.67,0.39,273,11.65,672,7.4,0.51,3.2,0.6,1.95,0.54
356,74.88972222,17.97944444,7.51,0.58,0.36,252,14.5,252,8.4,0.42,1.95,0.5,1.4,0.7
357,74.90388889,17.97944444,7.9,0.76,0.39,273,12.75,840,7.3,0.25,2.72,0.55,1.98,0.66
358,74.86277778,17.97972222,7.31,1.13,0.66,462,15.1,1120,8.4,0.76,3.9,0.35,1.95,0.6
359,74.86777778,17.97972222,7.61,0.55,0.9,630,12.45,515,7.8,0.65,2.1,0.55,1.6,0.9
360,74.86888889,17.97972222,7.59,0.62,0.48,336,11.6,835,7.5,0.54,1.6,0.4,1.5,0.83
361,74.87027778,17.97972222,7.81,0.85,1.05,735,15.96,1904,9.8,0.61,1.9,0.65,2.9,0.8
362,74.89333333,17.97972222,7.74,0.38,0.3,210,12.2,771,6.6,0.33,1.62,0.5,1.3,0.8
363,74.90833333,17.97972222,7.65,0.98,0.78,546,12.36,560,7,0.48,2.5,0.35,1.78,0.69
364,74.90388889,17.98,7.78,0.58,0.57,393,14.5,492,6.9,0.45,1.75,0.45,1.4,0.89
365,74.90444444,17.98,7.81,0.96,0.78,546,19,392,7.3,0.3,1.95,0.25,1.55,0.73
366,74.865,17.98027778,7.87,1.5,0.6,420,14.18,672,7.8,0.8,3.3,0.65,1.7,0.7
367,74.86833333,17.98027778,7.28,1.67,0.57,357,18.35,1456,7.3,0.7,2.2,0.5,2.25,0.8
368,74.87138889,17.98027778,7.95,0.61,0.9,630,11.45,1538,8.3,0.8,3.6,0.45,2.4,0.95
369,74.88916667,17.98027778,7.5,0.68,0.6,420,14.7,336,7.3,0.34,1.7,0.42,1.55,0.95
370,74.90833333,17.98027778,7.85,0.9,0.96,651,16.8,627,5.2,0.92,2.14,0.45,1.65,0.84
371,74.92333333,17.98027778,,0.84,0.9,630,11,616,9,0.4,1.95,0.35,1.7,0.73
372,74.87944444,17.98055556,7.45,0.65,0.6,420,9.98,358,8.4,0.42,2.3,0.5,1.65,0.55
373,74.88611111,17.98055556,7.65,0.68,0.45,315,10.35,280,8.3,0.42,2.3,0.65,1.45,0.65
374,74.90277778,17.98055556,7.64,0.82,0.57,399,14.2,347,7.3,0.35,3.5,0.6,1.9,0.7
375,74.90444444,17.98055556,7.82,0.92,0.99,693,12.76,526,8.4,0.35,1.8,0.2,1.65,0.67
376,74.86416667,17.98083333,7.91,0.75,0.6,420,15.6,1344,9.6,0.54,2.75,0.6,2.9,0.9
377,74.87972222,17.98083333,7.6,1.38,1.2,820,15.46,291,7.4,0.78,2.5,0.55,1.7,0.65
378,74.88833333,17.98083333,7.58,0.88,0.54,378,14.1,403,5.6,0.3,2.9,0.28,1.4,0.9
379,74.88944444,17.98083333,7.34,0.64,0.6,420,12.1,624,8.4,0.33,2.2,0.42,1.6,0.6
380,74.89777778,17.98083333,7.71,0.48,0.51,357,11.5,750,9,0.57,1.6,0.44,1.2,0.7
381,74.98111111,17.98083333,7.67,0.58,0.6,588,11.2,694,7.1,0.37,1.7,0.6,1.72,0.95
382,74.8875,17.98138889,7.51,0.96,0.33,231,12.1,750,6.2,0.35,3.2,0.34,1.45,0.85
383,74.91194444,17.98138889,7.6,0.58,0.39,273,10.22,974,6.1,0.55,2.9,0.46,1.55,0.8
384,74.83583333,17.98166667,7.81,0.61,0.36,252,17.1,269,8.1,0.4,3.35,0.45,1.9,0.95
385,74.87166667,17.98166667,7.88,0.63,1.05,735,18.4,2240,7.4,0.71,1.7,0.7,1.95,0.95
386,74.88916667,17.98166667,7.6,0.66,0.87,609,16.2,582,7.3,0.4,3.4,0.36,1.6,0.7
387,74.90527778,17.98166667,7.76,0.54,0.96,672,16.2,705,6.6,0.4,1.6,0.5,1.72,0.86
388,74.9075,17.98166667,7.86,0.85,0.54,378,10.44,549,7.4,0.3,3,0.45,2.4,0.85
389,74.87388889,17.98194444,8.1,0.66,0.75,525,17.35,2240,8.7,0.48,2.9,0.35,2.5,0.65
390,74.87777778,17.98194444,7.32,0.66,0.3,210,10.6,370,9.6,0.35,1.6,0.45,1.9,0.9
391,74.88,17.98194444,7.95,0.73,0.3,210,11.35,258,7.6,0.32,2.6,0.7,1.7,0.9
392,74.88916667,17.98194444,7.84,0.72,0.36,252,16.5,694,9,0.35,2.6,0.48,1.35,0.7
393,74.89777778,17.98194444,7.67,0.76,0.39,273,11.76,672,8.2,0.32,1.7,0.4,3.1,0.7
394,74.90555556,17.98194444,7.7,0.96,0.48,336,9.82,538,9.1,0.45,3.2,0.48,2.25,0.9
395,74.90666667,17.98194444,7.65,0.76,0.39,273,15.6,795,8.4,0.7,3.1,0.3,2.29,0.67
396,74.85166667,17.98222222,7.63,0.75,0.6,420,15.45,1344,8.4,0.48,1.8,0.4,2.3,0.9
397,74.89111111,17.98222222,7.56,0.87,0.27,189,14.5,504,8.4,0.42,3.9,0.42,1.7,0.8
398,74.90916667,17.98222222,7.65,0.96,0.6,420,11.14,448,8.9,0.75,2.26,0.3,1.72,0.6
399,74.88527778,17.9825,7.58,0.58,0.3,210,18.45,258,9.4,0.25,3.4,0.34,3.1,0.75
400,74.89777778,17.9825,7.72,0.91,0.66,462,12.7,828,9.2,0.36,1.85,0.45,1.75,0.72
401,74.905,17.9825,7.8,0.85,0.78,346,13.1,839,7.2,0.68,1.86,0.2,1.35,0.62
402,74.86888889,17.98277778,7.28,0.92,0.9,210,16.1,2240,9.6,0.65,1.95,0.45,2.6,0.75
403,74.87916667,17.98277778,7.82,0.87,0.87,609,11.96,1388,7.5,0.8,4.15,0.7,1.6,0.65
404,74.86305556,17.98305556,7,1.5,0.3,210,14.35,425,8.4,0.54,2,0.4,1.95,0.9
405,74.89222222,17.98305556,7.6,0.81,0.54,378,16.1,873,8.4,0.42,2.6,0.3,2.35,0.75
406,74.90944444,17.98305556,7.67,0.85,0.93,651,13.52,806,7.4,0.66,2.32,0.6,1.95,0.48
407,74.90722222,17.98333333,7.86,0.86,0.87,609,13.42,784,5.3,0.25,1.9,0.35,1.14,0.84
408,74.87944444,17.98361111,7.88,0.82,0.9,630,14.65,2240,9,0.45,4.1,0.6,2.9,0.7
409,74.90194444,17.98361111,7.65,0.75,0.72,504,8.39,661,5.3,0.74,2.55,0.25,1.4,0.46
410,74.90555556,17.98361111,7.6,0.83,0.21,147,9.5,392,7.2,0.39,2.18,0.22,1.38,0.52
411,74.88166667,17.98388889,7.8,0.86,0.33,231,15.6,515,9.8,0.48,2.73,0.4,1.8,0.59
412,74.88666667,17.98388889,7.61,0.55,0.45,315,13.9,392,8.6,0.3,3.6,0.4,1.9,0.8
413,74.87277778,17.98416667,7.69,0.57,0.9,630,18.4,2240,8.9,0.65,2.3,0.5,2.3,0.8
414,74.88055556,17.98416667,7.87,0.68,0.36,252,15.61,1075,9.3,0.35,1.6,0.35,2.2,0.6
415,74.88805556,17.98416667,7.79,0.56,0.6,420,14.45,448,5.8,0.41,3.9,0.2,1.95,0.95
416,74.88861111,17.98416667,7.51,0.81,0.63,294,12.5,840,7.1,0.37,2.2,0.66,1.6,0.9
417,74.90444444,17.98416667,7.58,0.81,0.9,294,12.5,840,7.1,0.34,2.2,0.6,1.9,0.95
418,74.88055556,17.98472222,7.9,0.57,0.75,525,17.35,268,8.3,0.61,1.9,0.4,2.6,0.7
419,74.8925,17.98472222,7.22,0.58,0.27,189,12.5,672,7.2,0.34,2.3,0.5,2.1,0.7
420,74.90722222,17.985,7.4,0.95,0.42,294,15.4,649,7.1,0.4,2.2,0.25,1.86,0.56
421,74.87444444,17.98527778,7.86,0.8,0.39,273,14.56,470,7.6,0.48,2.6,0.49,2.52,0.9
422,74.89666667,17.98527778,7.54,0.76,0.33,231,13.66,728,6.5,0.32,1.2,0.4,1.25,0.95
423,74.86888889,17.98555556,7.63,0.74,0.6,420,13.66,616,8.4,0.6,1.46,0.64,2.43,0.83
424,74.89111111,17.98555556,7.96,0.54,0.63,275,9.8,620.5,7.15,0.59,1.7,0.95,2.57,0.96
425,74.90055556,17.98555556,7.8,0.7,0.57,399,8.22,762,8.3,0.73,2.12,0.22,1.45,0.36
426,74.90527778,17.98555556,7.85,0.9,0.12,84,10.2,784,8.1,0.52,2.91,0.4,1.74,0.43
427,74.90805556,17.98555556,7.86,0.96,1.08,756,18.1,593,5.2,0.22,2,0.35,2.15,0.85
428,74.86638889,17.98611111,9.34,0.43,0.57,399,12.5,750,8,0.44,1.43,0.58,2.43,0.65
429,74.86833333,17.98611111,7.6,0.8,0.57,357,12.5,604,7.3,0.48,1.89,0.72,1.89,0.8
430,74.87027778,17.98611111,7.8,0.93,0.42,294,15.6,425,8.4,0.54,2.82,0.6,2.74,0.65
431,74.88111111,17.98611111,7.28,0.59,0.54,378,14.3,407,9.8,0.54,1.75,0.45,2.9,0.8
432,74.88361111,17.98611111,7.8,0.88,0.42,294,10.18,1814,8.3,0.54,2.34,0.33,2.4,0.83
433,74.88722222,17.98611111,7.8,0.86,0.69,483,17.1,1176,7.4,0.25,2.66,0.8,2.48,0.76
434,74.89444444,17.98611111,7.58,0.67,0.51,357,14.2,672,9,0.24,1.9,0.35,1.95,0.8
435,74.86527778,17.98638889,7.49,0.44,0.63,441,12.6,940,6.9,0.44,1.25,0.9,1.48,0.9
436,74.89527778,17.98638889,7.82,0.7,0.39,273,12.2,896,6.5,0.45,4.1,0.4,1.35,0.6
437,74.86888889,17.98666667,7.46,0.32,0.3,210,11.66,784,9.1,0.52,2.43,0.66,1.73,0.65
438,74.87055556,17.98666667,7.63,0.6,0.66,462,10.76,593,7.2,0.6,2.48,0.7,1.8,0.79
439,74.88166667,17.98666667,7.88,0.95,0.54,378,11.35,1232,7.4,0.62,2.6,0.35,2.8,0.7
440,74.89472222,17.98666667,7.72,0.91,0.87,609,11.6,649,7.3,0.46,3.1,0.45,1.6,0.7
441,74.87194444,17.98694444,7.5,0.69,0.27,189,15.1,672,8.5,0.54,1.85,0.25,1.6,0.6
442,74.90416667,17.98694444,7.83,0.85,0.42,294,18.1,762,9,0.6,2.5,0.25,1.4,0.51
443,74.90527778,17.98694444,7.9,0.76,0.57,399,9.5,668,9.5,0.73,2.84,0.3,1.65,0.75
444,74.87472222,17.98722222,7.78,0.83,0.51,357,13.48,410,8.5,0.35,2.74,0.43,2.43,0.83
445,74.89,17.98722222,7.5,0.86,0.63,441,11.7,504,7.5,0.6,1.95,0.4,1.55,0.9
446,74.90555556,17.98722222,7.8,1.1,0.42,294,7.6,907,8.1,0.43,2.6,0.25,1.58,0.8
447,74.90833333,17.98722222,7.85,0.85,0.48,336,7.48,795,9,0.32,2.1,0.5,1.18,0.85
448,74.88638889,17.9875,7.85,0.8,0.72,504,15.81,560,8.3,0.54,1.76,0.6,2.44,0.9
449,74.88972222,17.9875,7.87,0.91,0.3,210,16.16,515,7.5,0.3,3.6,0.5,2.1,0.75
450,74.88694444,17.98777778,7.4,0.55,0.54,378,12.1,762,8.6,0.78,1.85,0.25,1.3,0.9
451,74.89833333,17.98777778,7.45,0.8,0.29,168,12.2,1120,9.8,0.44,2.84,0.4,1.67,0.63
452,74.90055556,17.98777778,7.53,0.85,1.02,711,18.2,694,9,0.63,2.98,0.45,1.82,0.5
453,74.88722222,17.98805556,7.86,0.8,0.39,273,14.35,448,5.3,0.35,3.46,0.7,1.74,0.64
454,74.89,17.98805556,7.35,0.54,0.39,273,11.2,560,6.2,0.3,1.8,0.35,1.2,0.84
455,74.89694444,17.98805556,7.8,0.76,0.75,525,16.7,896,6.2,0.52,2.72,0.32,1.65,0.8
456,74.95694444,17.98805556,7.8,0.76,1.35,273,8.3,884,7.2,0.65,2.16,0.42,1.22,0.6
457,74.87305556,17.98833333,7.85,0.78,0.39,273,10.35,728,8.4,0.35,2.43,0.8,1.48,0.85
458,74.87777778,17.98833333,7.85,0.88,0.39,273,10.28,1332,8.6,0.7,2.66,0.39,2.73,0.75
459,74.89027778,17.98833333,7.68,0.83,0.48,336,12.5,694,8,0.55,3.35,0.35,1.42,0.85
460,74.89472222,17.98833333,7.83,0.96,0.84,588,17.1,728,8.3,0.41,3.1,0.5,2.72,0.62
461,74.90861111,17.98833333,7.9,0.6,0.33,231,11.6,448,8.5,0.61,3.1,0.35,1.62,0.58
462,74.87472222,17.98861111,7.8,0.9,0.3,210,11.48,918,9.6,0.25,2.3,0.74,1.4,0.9
463,74.87666667,17.98861111,7.8,0.88,0.36,252,11.25,1288,9.8,0.65,3.46,0.8,1.43,0.65
464,74.91583333,17.98861111,7.65,0.98,0.54,378,15.95,560,5.9,0.39,2.67,0.3,1.58,0.43
465,74.87027778,17.98888889,7.85,0.78,0.69,483,10.78,862,7.6,0.64,2.73,0.66,2.42,0.85
466,74.87416667,17.98888889,7.78,0.83,0.63,441,11.6,828,6.3,0.33,2.43,0.43,1.8,0.77
467,74.87611111,17.98888889,7.85,0.76,0.48,336,16.9,504,9.6,0.6,1.48,0.43,2.89,0.6
468,74.87722222,17.98888889,7.95,0.78,0.45,315,15.55,1500,8.3,0.54,2.7,0.74,2.7,0.55
469,74.87777778,17.98888889,7.9,0.9,0.57,399,14.8,1400,9.6,0.8,2.73,0.65,2.8,0.85
470,74.90611111,17.98888889,7.9,0.95,0.45,315,15.8,1266,7.2,0.5,2.5,0.25,1.44,0.95
471,74.86583333,17.98916667,7.54,0.39,0.3,210,12.76,828,9.2,0.29,1.48,0.76,1.89,0.55
472,74.89222222,17.98916667,7.8,0.95,0.42,294,9.45,2105,7.3,0.74,3.13,0.45,1.84,0.48
473,74.90527778,17.98916667,7.58,0.9,0.51,399,11.14,873,7.4,0.35,2.2,0.45,1.74,0.75
474,74.90611111,17.98916667,7.86,0.85,1.11,717,10.3,739,6.5,0.2,1.9,0.4,1.65,0.62
475,74.90305556,17.98944444,7.83,0.85,0.27,189,8.23,683,6,0.25,2.84,0.4,1.65,0.9
476,74.90361111,17.98944444,7.65,0.76,0.39,273,11.75,448,5.4,0.3,2.14,0.2,1.3,0.74
477,74.87583333,17.98972222,7.9,0.96,0.33,231,10.98,694,8.4,0.44,3.18,0.66,1.4,0.88
478,74.89222222,17.98972222,7.65,0.67,0.81,567,13.2,762,9.7,0.52,1.92,0.25,1.44,0.69
