,latitudes,longitudes,values,variance
331,17.97,74.83,0.2915312556807398,0.01729860923833251
332,17.97,74.84,0.28932872331426807,0.017231691079506898
333,17.97,74.85,0.28620349839580195,0.017170633421234163
334,17.97,74.86,0.282127429282223,0.017122250492588798
335,17.97,74.87,0.2783834006945429,0.01709811506589112
336,17.97,74.88,0.14645999999999373,-2.051565933690694e-15
337,17.97,74.89,0.27467250696843987,0.01710282336191598
338,17.97,74.9,0.27668532336673274,0.017116271402910995
339,17.97,74.91,0.2809660578234858,0.017140778210351572
340,17.97,74.92,0.31313000000000973,-6.762033431424767e-16
341,17.97,74.93,0.2845089893973841,0.01724260539925031
342,17.97,74.94,0.28415915863744157,0.01729709149737226
343,17.97,74.95,0.283673754072575,0.017343962292958627
344,17.97,74.96,0.2828014053906838,0.01738439133942269
345,17.97,74.97,0.28139023965931576,0.017420741072654518
346,17.97,74.98,0.2799441142984165,0.017458133470652063
347,17.97,74.99,0.27865084743406315,0.01749892304522329
348,17.97,75.0,0.2773394343122028,0.017539969679688686
349,17.97,75.01,0.2760481498616491,0.01758050696593467
350,17.97,75.02,0.2747727888265355,0.01762022183348744
351,17.97,75.03,0.2735842432713179,0.017658819458714402
352,17.97,75.04,0.2726232052438303,0.01769588359023175
353,17.97,75.05,0.27192424619501515,0.01773099391654856
354,17.97,75.06,0.2714675611721327,0.017763874885498826
355,17.97,75.07,0.27126146089760567,0.01779445561513028
356,17.97,75.08,0.2713181616225403,0.01782299726794736
357,17.97,75.09,0.2717312722558781,0.017851030918325583
358,17.97,75.1,0.2726376137542773,0.017881584234111868
359,17.97,75.11,0.2738942317562556,0.017912522296788476
360,17.97,75.12,0.275321258804567,0.017941834571198544
361,17.97,75.13,0.2767589172392661,0.017969132595623234
362,17.97,75.14,0.2781901849272026,0.017994426179101988
363,17.97,75.15,0.2796059123185334,0.01801788529952714
364,17.97,75.16,0.2809936420763038,0.01803977152078393
365,17.97,75.17,0.2823136471878882,0.018060376531745186
366,17.97,75.18,0.283527144022874,0.01807993867801259
367,17.97,75.19,0.284598114497821,0.018098575682286882
