,lat,long,actual,predicted
0,17.895,73.402,0.39998,0.16237135320346396
1,17.895,73.482,0.55788,0.15902543734993152
2,17.949,74.847,0.35086,0.27944600213620197
3,17.952,74.858,0.49121000000000004,0.2806413652163452
4,17.952,74.857,0.47367,0.2804522542039528
5,17.952,74.852,0.49121000000000004,0.2795071537468478
6,17.953,74.84899999999999,0.35086,0.27864646532784454
7,17.953,74.85600000000001,0.42103,0.27996750703693746
8,17.956,74.875,0.17540999999999998,0.2826624678052235
9,17.956,74.876,0.14032,0.28285111131412666
10,17.957,74.875,0.19296,0.2823640593818701
11,17.958,74.866,0.5263,0.28037357839035015
12,17.958,74.86,0.35086,0.2792464400122239
13,17.959,74.895,0.28068000000000004,0.2855313448793889
14,17.961,74.855,0.19296,0.2774306661154945
15,17.961,74.859,0.39764,0.27817856025435184
16,17.961,74.862,0.40349,0.27873980116057634
17,17.962,74.858,0.35086,0.2776992580195548
18,17.962,74.863,0.47367,0.27863348503827934
19,17.962,74.865,0.14032,0.2790073809257362
20,17.965,74.88600000000001,0.43858,0.2820456287994057
21,17.965,74.922,0.50876,0.2887794599953562
22,17.965999999999998,74.917,0.2105,0.2875392704197434
23,17.965999999999998,74.896,0.42103,0.28361502780436715
24,17.965999999999998,74.903,0.22804000000000002,0.28492252417997715
25,17.965999999999998,74.891,0.42103,0.2826815689184808
26,17.965999999999998,74.892,0.35086,0.2828682264866709
27,17.965999999999998,74.932,0.47367,0.29034441831955593
28,17.967,74.904,0.54384,0.28480861505240324
29,17.968,74.881,0.35086,0.2802255083941426
30,17.969,74.881,0.54384,0.27993088635205715
31,17.969,74.90899999999999,0.56139,0.28513940510646485
32,17.969,74.865,0.087689,0.27696195196256834
33,17.97,74.905,0.2105,0.28409492285385907
34,17.97,74.893,0.35086,0.2818645312960767
35,17.97,74.89699999999999,0.26313000000000003,0.2826077466958155
36,17.972,74.873,0.31577,0.27756985783643556
37,17.974,74.91199999999999,0.5789300000000001,0.28419623283132334
38,17.974,74.906,0.28068000000000004,0.2830856470631037
39,17.974,74.89699999999999,0.24591999999999997,0.2814206723088836
40,17.976,74.863,0.63157,0.274570228521963
41,17.977,74.881,0.5263,0.2775894721062654
42,17.977,74.863,0.38511,0.27428322073469646
43,17.977999999999998,74.88600000000001,0.35086,0.2782174752013494
44,17.979,74.89,0.2105,0.2786605059926948
45,17.98,74.904,0.45611999999999997,0.28093847399535277
46,17.980999999999998,74.88600000000001,0.26313000000000003,0.27734444955852766
47,17.982,74.905,0.56139,0.280532837732576
48,17.982,74.88,0.17540999999999998,0.27595738543652676
49,17.982,74.898,0.22804000000000002,0.279250504646096
50,17.983,74.905,0.28903,0.2802388294524052
51,17.985,74.874,0.22804000000000002,0.2740017744317579
52,17.986,74.869,0.35086,0.272808111573674
